youtube_id,title,duration_sec,guessed_tournament_id,tournament_guess_label,year,kind,stage,leg,score,player_a_guess,player_a_id_guess,player_b_guess,player_b_id_guess,game_id_guess,source,source_channel,source_playlist,relation_group,relation,featured_final,confidence,verified,notes,external_url
xIHeb-_1_U8,Kick Off 2 WC2001 Dartford Part3 Sunday,212,26,World Cup I (Dartford),2001,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
xJ0j4B6_REA,"Kick Off 2 Amiga, WC 2004 Milano, Third place final leg 2, Nikos A - Steve C (5 - 6)",731,140,World Cup IV (Milan),2004,match,final,2,5 - 6,Nikos A,338,Steve C,421,4903,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Milan2004/videos/WC2004_3rd4thA_SteveC_Nikos.wmv
xTUeyuDPfF4,"Kick Off 2 Amiga, WC 2005 Cologne, Semi Final 2nd leg, Gianni T - Klaus Lo (6 - 5) extra time 3 - 1",933,169,World Cup V (Cologne),2005,match,semi,,6 - 5,Gianni T,149,Klaus Lo,237,6582,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoffworld.net/Download/media/2005WorldCup/KOA_WC2005_SemiA_Game1_AlkisVsGianluca.wmv
xdhtNH7WDQs,KOA WC 2010 Presentations Part 1,728,480,World Cup X (Dusseldorf),2010,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
xuCyTNYCli0,KOA_WC2009_2_Silver_Cup_Tommaso_vs_Rodolfo,659,418,World Cup IX (Voitsberg),2009,match,silver,,1-2,Rodolfo M,389,Lorenzo C,253,16294,ko2cv_channel,ko2cv,,,,false,low,Y,Tommaso = Lorenzo C; silver cup group game,
xv0Brah6Rrs,WC2009 Presentations Part 3,516,418,World Cup IX (Voitsberg),2009,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
yDTtHQ-fcyc,UK Kick Off 2 UKC 2012 Andy 5-5 Dagh.mp4,681,554,World Cup XII (Milan),2012,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
yPzByUETgEo,"Kick Off 2 Amiga, shot height, part 11",11,,,,stream,,,,,,,,,alkelele_channel,alkelele,,,,false,low,,,
yacHP9wa0iQ,Kick Off 2 World Cup 2024 - Game Of Shame MarkB vs TanerG,746,20,World Cup XXII (Nottingham),2024,match,shame,,,Mark B,279,Taner G,433,26702,ko2cv_channel,ko2cv,,,,false,low,,,
yk9t62tJ0yM,Kick Off 2 World Cup 2022 Part5 Semi1B Gianni vs Fabio,592,14,World Cup XX (Athens),2022,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
yrX7OBkMnA4,Kick Off 2 World Cup 2014 - Final (2nd leg) - Fabio vs Gianni,765,577,World Cup XIV (Copenhagen),2014,match,final,,,Fabio F,109,Gianni T,149,22467,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel,
z29pWSij4mk,"Kick Off 2 Amiga, WC 2003 Groningen, Quarter Final leg 1, Martin B - Gianluca T (6 - 3)",662,115,World Cup III (Groningen),2003,match,quarter,1,6 - 3,Martin B,291,Gianluca T,148,3610,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Groningen2003/videos/Quarters1-MartinBvsGianluca.wmv
z3PkxdG-hx8,Kick Off 2 World Cup 2014 - Semi1 (1st leg) - Gianni vs Alkis,742,577,World Cup XIV (Copenhagen),2014,match,semi,,,Gianni T,149,Alkis P,14,22461,ko2cv_channel,ko2cv,,,,false,low,,,
zKijh7vCBHU,KOA_WC2007_5_KOA_Cup_Rodolfo_vs_Jorg,674,,,,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
zLS1ewi_LKE,"Kick Off 2 World Cup 2016 - Final, Leg 1 - Thor vs Gianni",729,596,World Cup XVI (Milan),2016,match,final,1,,Thor S,444,Gianni T,149,23900,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel,
zPQeHdmpXQA,Kick Off 2 UK Championship 2010 - Presentations,220,451,Birmingham XXI,2010,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,Y,,
zhU6-Dzfjrg,"Kick Off 2 Amiga, WC 2006 Rickmansworth, Semi Final leg 2, Spyros P - Gianni T (6 - 4), et 2-1",935,206,World Cup VI (Rickmansworth),2006,match,semi,2,6 - 4,Spyros P,410,Gianni T,149,8438,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoffworld.net/Download/media/2006WorldCup/KOA%20WC2006_01%20Semi1%20Part1%20Gianni%20vs%20Spyros.wmv
zxD-ZvI0kgg,Kick Off 2 WC2011 - 3. Semi2a - Andy vs Alkis.avi,741,526,World Cup XI (Birmingham),2011,match,semi,,,Andy G,30,Alkis P,14,20109,ko2cv_channel,ko2cv,,,,false,low,,,
